feature,importance
feature_1,0.1459828999255871
feature_7,0.11060089090847751
feature_11,0.10645510146179671
feature_0,0.10445858352746279
feature_9,0.09510430732484165
feature_10,0.09194369524216389
feature_6,0.08457267544620059
feature_2,0.0664378423672096
feature_4,0.0662196602124307
feature_5,0.056985171927887275
feature_3,0.03810663054804179
feature_8,0.03313254110790034
